ID,Name,Score
92597893,"Feedran, the Winds of Mischief",80
14943837,Debris Dragon,80
83011278,Mystic Tomato,80
26205777,Thestalos the Firestorm Monarch,80
56570271,Destiny HERO - Disk Commander,80
10604644,"Therion ""King"" Regulus",80
10802915,Tour Guide From the Underworld,80
36974120,"Vouiburial, the Dragon Undertaker",80
71413901,Breaker the Magical Warrior,80
7572887,D.D. Warrior Lady,80
37742478,Honest,80
97396380,Fencing Fire Ferret,80
27012717,Fierce Tiger Monghu,80
35595518,Linkslayer,80
20537097,Mekk-Knight Blue Sky,80
71564252,Thunder King Rai-Oh,80
63947968,Fiend Reflection of the Millennium,80
77558536,"Raiden, Hand of the Lightsworn",80
52350806,Danger! Mothman!,80
41386308,Mathematician,80
78663366,Evilswarm Thunderbird,80
55623480,Fairy Tail - Snow,80
91133740,Snowman Eater,80
85087012,Card Trooper,80
28985331,Armageddon Knight,80
28954097,Mirror Swordknight,80
37101832,Gravekeeper's Guard,80
14785765,Blackwing - Zephyros the Elite,80
98777036,Tragoedia,80
70095154,Cyber Dragon,80
70711847,Danger! Nessie!,80
8131171,Sinister Serpent,80
67696066,Performage Trick Clown,80
34853266,Tsukuyomi,80
31305911,Marshmallon,80
16404809,Kuribandit,80
1315120,T.G. Striker,80
12061457,Soul Scissors,80
71734607,Rikka Petal,80
99234526,White Dragon Wyverburster,80
16226786,Night Assailant,80
9047460,Blackwing - Steam the Cloak,80
7540107,Gouki Guts,80
35494087,Speedroid Skull Marbles,80
49109013,Doomstar Ulka,80
5133471,Galaxy Cyclone,80
42703248,Giant Trunade,80
16625614,Dark Sanctuary,80
68005187,Soul Exchange,80
99550630,Sky Striker Maneuver - Afterburners!,80
81510157,Soul Taker,80
31036355,Creature Swap,80
19739265,Sol and Luna,80
19508728,Moon Mirror Shield,80
28486799,Backup Squad,80
98045062,Enemy Controller,80
37520316,Mind Control,80
30683373,Shield Crush,80
81439173,Foolish Burial,80
75500286,Gold Sarcophagus,80
97169186,Smashing Ground,80
2295440,One for One,80
57728570,Crush Card Virus,80
27174286,Return from the Different Dimension,80
15693423,Evenly Matched,80
36975314,Crackdown,80
84749824,Solemn Warning,80
44509898,Pinpoint Guard,80
82956214,Dogmatika Punishment,80
83555666,Ring of Destruction,80
63356631,Phoenix Wing Wind Blast,80
4206964,Trap Hole,80
44095762,Mirror Force,80
60080151,Memory of an Adversary,80
70342110,Dimensional Prison,80
40605147,Solemn Strike,80
29401950,Bottomless Trap Hole,80
50323155,Black Horn of Heaven,80
56120475,Sakuretsu Armor,80
64697231,Trap Dustshoot,80
75249652,Blazing Mirror Force,80
94192409,Compulsory Evacuation Device,80
23557835,Dimension Fusion,80
86066372,Accesscode Talker,80
85289965,Borrelsword Dragon,80
8264361,"Dharc the Dark Charmer, Gloomy",80
94259633,Relinquished Anima,80
65741786,I:P Masquerena,80
99011763,Beat Cop from the Underworld,80
27548199,Borreload Savage Dragon,80
76774528,Scrap Dragon,80
9464441,Adamancipator Risen - Dragite,80
44508094,Stardust Dragon,80
50321796,"Brionac, Dragon of the Ice Barrier",80
96633955,Swordsoul Supreme Sovereign - Chengying,80
26593852,Ally of Justice Catastor,80
90448279,Divine Arsenal AA-ZEUS - Sky Thunder,80
50213848,Monster Reborn Reborn,80
30037118,Devouring Sarcoughagus,80
34090915,Branded Regained,80
3285551,Rite of Aramesir,80
88851326,Legacy of the Duelist,80
20899496,Ice Dragon's Prison,80
43898403,Twin Twisters,80
74150658,Talons of Shurilane,80
72444406,Enigmaster Packbit,80
4731783,"A Bao A Qu, the Lightless Shadow",80
60411677,Anubis the Last Judge,80
37706769,The Executor of the Underworld - Pluto,79
1225009,Arianna the Labrynth Servant,76
83531441,"Dante, Traveler of the Burning Abyss",75
78636495,Slate Warrior,70
76922029,Don Zaloog,70
43694650,Danger!? Jackalope?,70
83135907,Scrap Goblin,70
57869175,Fortune Lady Past,70
53871273,Chaos Valkyria,70
97017120,Giant Rat,70
5556499,Machina Fortress,70
33438666,Vampire Grimson,75
42874792,Wind-Up Rabbit,70
71074418,Witchcrafter Golem Aruru,70
97268402,Effect Veiler,70
84764038,"Scarm, Malebranche of the Burning Abyss",70
82693917,Fortune Lady Wind,70
32362575,Magical Merchant,70
83518674,Danger! Ogopogo!,70
77585513,Jinzo,70
42338879,Cockadoodledoo,70
53804307,"Blaster, Dragon Ruler of Infernos",70
20758643,"Graff, Malebranche of the Burning Abyss",70
26077387,Sky Striker Ace - Raye,70
78651105,Beast King Barbaros,70
59575539,Krebons,70
3717252,Shaddoll Beast,70
65056481,Satellarknight Alsahm,70
293542,T.G. Warwolf,70
60303688,"Dogmatika Ecclesia, the Virtuous",70
78355370,Kuribohrn,70
93920745,Penguin Soldier,70
13974207,Denko Sekka,70
30328508,Shaddoll Squamata,70
93187568,Spell Striker,70
25259669,Goblindbergh,70
96235275,"Jain, Lightsworn Paladin",70
87621407,Dekoichi the Battlechanted Locomotive,70
36733451,Dimensional Alchemist,70
93020401,Mekk-Knight Orange Sunset,70
14957440,Otoshidamashi,70
20586572,Exploder Dragon,70
48686504,Lonefire Blossom,70
11747708,Spore,70
19211362,Nemeses Flag,70
44178886,"Ehren, Lightsworn Monk",70
51916853,Magical Hound,70
24508238,D.D. Crow,70
29415459,Mekk-Knight Yellow Star,70
19665973,Battle Fader,70
6917479,Vampire Red Baron,70
28427869,Smoke Mosquito,70
11662742,Gellenduo,70
52077741,Obnoxious Celtic Guard,70
40737112,Dark Magician of Chaos,70
95956346,Shining Angel,70
88264978,Red-Eyes Darkness Metal Dragon,70
26302107,Danger! Dogman!,70
27750191,Yokotuner,70
41098335,Ape Fighter,70
56099748,Visas Starfrost,70
57568840,Delta Flyer,70
81354330,Red Sparrow Summoner,70
22837504,Mist Valley Soldier,70
83986578,King Tiger Wanghu,70
69327790,Raiza the Mega Monarch,70
79575620,Injection Fairy Lily,70
423585,Summoner Monk,70
13893596,Exodius the Ultimate Forbidden Lord,70
15310033,Unknown Synchron,70
71703785,Palladium Oracle Mahad,70
71218746,Drillroid,70
23689697,Mobius the Mega Monarch,70
26376390,Copycat,70
6039967,Vampire Fraulein,85
77723643,Shaddoll Dragon,70
57143342,"Cir, Malebranche of the Burning Abyss",70
23093604,X-Saber Pashuul,70
99745551,Danger!? Tsuchinoko?,70
16209941,Danger! Chupacabra!,70
73853830,Crusader of Endymion,70
82593786,Bacon Saver,70
94656263,Kagetokage,70
81743801,Mighty Dino King Rex,70
63977008,Junk Synchron,70
47084486,Vanity's Fiend,70
97021916,Dark Resonator,70
10189126,Masked Sorcerer,70
88240808,Kycoo the Ghost Destroyer,70
4906301,Necro Gardna,70
2830693,Rainbow Kuriboh,70
54343893,Vice Dragon,70
8736823,Virtual World Hime - Nyannyan,70
25206027,Interplanetarypurplythorny Dragon,70
78700060,Doomcaliber Knight,70
12958919,Phantom Skyblaster,70
30312361,Phantom of Chaos,70
45141844,Old Vindictive Magician,70
31292357,Performage Hat Tricker,70
25460258,Darkflare Dragon,70
90411554,"Redox, Dragon Ruler of Boulders",70
59509952,Archlord Kristya,70
3078576,Yata-Garasu,70
35614780,Light End Sublimation Dragon,70
80208158,D.D. Esper Star Sparrow,70
70074904,D.D. Assailant,70
4928565,Tearlaments Kashtira,70
21454943,Psychic Commander,70
29302858,Vanquish Soul Razen,70
92826944,Mezuki,70
28570310,Mythical Beast Garuda,70
75041269,Clock Tower Prison,70
32807846,Reinforcement of the Army,70
98645731,Pot of Duality,70
98338152,Sky Striker Mecha - Widow Anchor,70
49238328,Pot of Extravagance,70
51227866,Sky Striker Mecha - Shark Cannon,70
97223101,That's 10!,70
9576193,Monster Slots,70
67169062,Pot of Avarice,70
74848038,Monster Reincarnation,70
33904024,Shard of Greed,70
89882100,Night Beam,70
57953380,Card of Safe Return,70
58577036,Reasoning,70
25789292,Forbidden Chalice,70
2819435,"Pacifis, the Phantasm City",70
97433739,Message in a Bottle,70
27243130,Forbidden Lance,70
24224830,Called by the Grave,70
98672567,Pot of Dichotomy,70
70368879,Upstart Goblin,70
60682203,Cold Wave,70
34822850,Void Expansion,70
43040603,Monster Gate,70
35261759,Pot of Desires,70
88001391,Zoma the Earthbound Spirit,70
29616929,Traptrix Trap Hole Nightmare,70
47475363,Drowning Mirror Force,70
93016201,Royal Oppression,70
28654932,Deep Dark Trap Hole,70
40838625,Quaking Mirror Force,70
78474168,Breakthrough Skill,70
89569453,Banishing Trap Hole,70
50078509,Fiendish Chain,70
36468556,Ceasefire,70
74003290,Lost Wind,70
1005587,Void Trap Hole,70
38296564,Safe Zone,70
98427577,Scrap-Iron Scarecrow,70
10045474,Infinite Impermanence,70
46253216,Bad Aim,70
8522996,The First Monarch,70
60082869,Dust Tornado,70
2055403,Time-Space Trap Hole,70
81172176,Fiend Comedian,70
41356845,Acid Trap Hole,70
29267084,Shadow Spell,70
5851097,Vanity's Emptiness,70
20522190,Dark Mirror Force,70
87772572,Quantum Cat,70
49010598,Divine Wrath,70
42671151,The Golden Apples,70
9839945,"Lyna the Light Charmer, Lustrous",70
97661969,"Aussa the Earth Charmer, Immovable",70
47960073,K9-04 Noroi,70
41248270,Traffic Ghost,70
60303245,Salamangreat Almiraj,70
41999284,Linkuriboh,70
74997493,Saryuja Skull Dread,70
31833038,Borreload Dragon,70
1861629,Decode Talker,70
30674956,"Wynn the Wind Charmer, Verdant",70
22850702,Chaos Angel,70
7391448,Goyo Guardian,70
74586817,PSY-Framelord Omega,70
32646477,Dark Strike Fighter,70
23693634,Colossal Fighter,70
64880894,Stardust Charge Warrior,70
15028680,HTS Psyhemuth,70
27572350,Bystial Dis Pater,70
45815891,Scrap Archfiend,70
52687916,"Trishula, Dragon of the Ice Barrier",70
88033975,"Armades, Keeper of Boundaries",70
31924889,Arcanite Magician,70
92519087,Virtual World Kyubi - Shenshen,70
50091196,Formula Synchron,70
30983281,Accel Synchro Stardust Dragon,70
78156759,Wind-Up Zenmaines,70
95169481,Diamond Dire Wolf,70
48626373,Kashtira Arise-Heart,70
48739166,Number 101: Silent Honor ARK,70
6983839,Tornado Dragon,70
28150174,Photon Papilloperative,70
66022706,Mekk-Knight Green Horizon,70
33698022,Black Rose Moonlight Dragon,70
84834865,Flying Kamakiri #1,70
25955749,Sky Striker Maneuver - Jamming Waves!,70
61557074,Palace of the Elemental Lords,70
99674361,World Legacy Succession,70
97240499,Orphebull the Harmonious Bullfighter Bard,70
75730490,Ariane the Labrynth Servant,70
30748475,Destructive Daruma Karma Cannon,70
31006879,"On Your Mark, Get Set, DUEL!",70
37799519,Stardust Synchron,70
24299458,Forbidden Droplet,70
2263869,Ultimate Slayer,70
35371948,Trickstar Light Stage,70
15661378,"Trishula, the Dragon of Icy Imprisonment",70
48745395,Labrynth Archfiend,70
40139997,Ruddy Rose Dragon,70
92204263,Mekk-Knight Indigo Eclipse,70
85847157,Proof of Pruflas,70
17259470,Zombie Master,70
93683815,"Vulmina, Statue of the Sacred Dragon",70
95454996,Maliss White Binder,70
68059897,Maliss Red Ransom,70
21848500,Maliss Hearts Crypter,70
95503687,"Lumina, Lightsworn Summoner",70
36016907,Jack-o-Bolan,70
42921475,Fairy Tail - Sleeper,65
16893370,"Dreaming Reality of Nemleria, Realized",65
33347467,Ghost Ship,60
30914564,Sacred Crane,60
97556336,Medius the Pure,80
67694706,Magicolloidal Sol,60
49003716,Blackwing - Bora the Spear,60
46809548,"Gizmek Makami, the Ferocious Fanged Fortress",60
11232355,Destructotron,60
45803070,Traptrix Dionaea,60
12298909,Prime Material Dragon,60
48144778,Infernity Conjurer,60
28637168,Crane Crane,60
45452224,Kinka-byo,60
68450517,Genex Ally Duradark,60
69181753,Performapal Kuribohble,60
62953041,Inari Fire,60
69925461,Toy Tank,70
2134346,Asura Priest,60
15381421,Starliege Seyfert,60
70050374,Twin-Barrel Dragon,60
83965310,Destiny HERO - Plasma,60
26400609,"Tidal, Dragon Ruler of Waterfalls",60
91812341,Traptrix Myrmeleo,60
45812361,Cardcar D,60
61831093,Greenkappa,60
40634253,BM-4 Blast Spider,60
50383626,"Darkest Diabolos, Lord of the Lair",60
77527210,Soul of Purity and Light,60
16387555,Kewl Tune Cue,75
50482813,Speedroid Fuki-Modoshi Piper,60
82962242,Vampire Vamp,60
53855409,Doppelwarrior,60
52823314,Tour Bus From the Underworld,60
58695102,Re-Cover,60
70908596,Constellar Kaus,60
30915572,Gallis the Star Beast,60
47217354,Fabled Raven,60
89399912,"Tempest, Dragon Ruler of Storms",60
34294855,Vampire's Curse,60
61370518,Skull Archfiend of Lightning,60
94853057,Banisher of the Radiance,60
89111398,Dark Dust Spirit,60
69884162,Elemental HERO Neos Alius,60
27827903,Genex Ally Crusher,60
85103922,Artifact Moralltach,60
14558127,Ash Blossom & Joyous Spring,60
75498415,Blackwing - Sirocco the Dawn,60
68819554,Performage Damage Juggler,60
9742784,Jet Synchron,60
14391625,Visas Samsara,60
64034255,Genex Ally Birdman,60
41613948,Destiny HERO - Doom Lord,60
13093792,Destiny HERO - Diamond Dude,60
40225398,Twin-Sword Marauder,60
27354732,Mythical Beast Jackal King,60
53842431,Mythical Beast Master Cerberus,60
92559258,Servant of Endymion,60
91182675,Mythical Beast Jackal,60
52105192,Hidden Armory,60
93236220,World Legacy Clash,60
68462976,Secret Village of the Spellcasters,60
70046172,Rush Recklessly,60
48179391,The Seal of Orichalcos,60
96864811,Forbidden Dress,60
40619825,Axe of Despair,60
19059929,Fire Formation - Gyokkou,60
56747793,United We Stand,60
83746708,Mage Power,60
11366199,Dark Simorgh,60
72892473,Card Destruction,60
5758500,Soul Release,60
44947065,Burden of the Mighty,60
37576645,Reckless Greed,60
75902998,Trap Hole of Spikes,60
92512625,Solemn Scolding,60
35027493,Deck Devastation Virus,60
76515293,Xing Zhen Hu,60
51452091,Royal Decree,60
1224927,Malevolent Catastrophe,60
3819470,Seven Tools of the Bandit,60
6351147,Transaction Rollback,60
37390589,Kunai with Chain,60
82732705,Skill Drain,60
39537362,Ordeal of a Traveler,60
77538567,Dark Bribe,60
58169731,Wall of Disruption,60
72860663,Vampire Fascinator,60
98127546,Underworld Goddess of the Closed World,60
73309655,"Eria the Water Charmer, Gentle",60
71384012,Wee Witch's Apprentice,60
83152482,Union Carrier,60
89392810,Kewl Tune Reco,75
58699500,"Cherubini, Ebon Angel of the Burning Abyss",60
71607202,Muckraker From the Underworld,60
5821478,Topologic Bomber Dragon,60
23656668,Gravity Controller,60
4280258,"Apollousa, Bow of the Goddess",60
72330894,"Simorgh, Bird of Sovereignty",60
29479265,Unchained Abomination,60
13117073,Barricadeborg Blocker,60
69031175,Blackwing Armor Master,60
70902743,Red Dragon Archfiend,60
29143726,"Samsara, Dragon of Rebirth",60
43385557,Magical Android,60
52639377,Underworld Fighter Balmung,60
29071332,Armory Arm,60
80321197,Crimson Blader,60
4779823,"Michael, the Arch-Lightsworn",60
16172067,Tyrant Red Dragon Archfiend,60
88643579,Dark End Dragon,60
9012916,Black-Winged Dragon,60
821049,Visas Amritara,60
69610924,Number 17: Leviathan Dragon,60
68597372,Wind-Up Zenmaister,60
72167543,Downerd Magician,60
84013237,Number 39: Utopia,60
12014404,Gagaga Cowboy,60
51735257,Number 50: Blackship of Corn,60
77334267,Wind-Up Arsenal Zenmaioh,60
69840739,Artifact Durendal,60
31437713,Number 82: Heartlandraco,60
581014,Daigusto Emeral,60
30100551,"Minerva, the Exalted Lightsworn",60
31320433,Number 47: Nightmare Shark,60
75367227,Ghostrick Alucard,60
37926346,Steelswarm Roach,60
54498517,Gigantic Spright,60
26905245,Metal Reflect Slime,60
77044671,Pyramid Turtle,60
37129797,Vampire Sucker,60
81035362,Fiendish Rhino Warrior,60
69540484,Kashtira Birth,60
38192988,Red-Eyes Zombie Dragon Lord,60
4918855,Vampire Voivode,55
35448319,Snyffus,55
36776089,Sky Cavalry Centaurea,55
97170107,Shining Elf,55
50789693,Armored Kappa,55
45005708,The Bystial Aluber,50
82738277,Traptrix Mantis,50
73642296,Ghost Belle & Haunted Mansion,50
28868394,Traptrix Vesiculo,50
63749102,Exarion Universe,50
86784733,Cyberse Synchron,50
73652465,Blackwing - Oroshi the Squall,50
63362460,Destiny HERO - Celestial,50
35405755,Kurikara Divincarnate,50
66499018,Flame Tiger,50
2525268,"Defender, the Magical Knight",50
40659562,Guardian Sphinx,50
17720747,Witch of the Black Rose,50
85687952,"Theia, the Primal Being",50
16825874,Eccentric Boy,50
10000000,Obelisk the Tormentor,50
13694209,Dogmatika Ashiyan,50
88078306,Traptrix Genlisea,50
73665146,Silent Magician LV4,50
55586621,Fortune Lady Dark,50
19353570,Kagemucha Knight,50
92719314,The Dark Creator,50
42009836,Fossil Dyna Pachycephalo,50
33296432,"Dogmatika Adin, the Enlightened",50
43904702,Kewl Tune Clip,75
52860176,Possessed Dark Soul,50
14089428,Blue Thunder T-45,50
30811116,Mecha Phantom Beast Stealthray,50
67922702,Mecha Phantom Beast Tetherwolf,50
1164211,Shield of the Millennium Dynasty,50
47297616,Light and Darkness Dragon,50
94821366,Amazement Administrator Arlekino,80
899287,Glife the Phantom Bird,50
58143852,Nightmare Apprentice,80
79106360,Morphing Jar #2,60
52022648,Fairy Tail - Rella,50
70791313,Royal Magical Library,50
85753549,"Mikazukinoyaiba, the Moon Fang Dragon",50
40133511,Bazoo the Soul-Eater,50
75745607,Hino-Kagu-Tsuchi,50
20932152,Quickdraw Synchron,50
31149212,Kashtira Riseheart,50
82888408,The Fabled Cerburrel,50
29687169,"Arnis, the Empowered Warrior",50
49729312,Primineral Kongreat,80
55428242,Traptrix Atrax,50
30608985,Magical Undertaker,50
66625883,"Karakuri Strategist mdl 248 ""Nishipachi""",50
24779554,Rucia of the White Forest,50
37552929,Maiden of the Millennium Moon,80
26082117,Gagaga Magician,50
76862289,Yamata Dragon,50
58996430,"Wulf, Lightsworn Beast",50
33746252,Majesty's Fiend,50
90488465,The Chaos Creator,50
65504487,Toy Soldier,75
90810762,Raging Flame Sprite,50
35191415,Magician of Dark Illusion,50
70271583,"Karakuri Watchdog mdl 313 ""Saizan""",50
43359262,Sergeant Electro,50
36687247,T.G. Rush Rhino,50
7183277,"Aurkus, Lightsworn Druid",50
53839837,Vampire Lord,50
30603688,Apprentice Illusion Magician,50
10239627,Magical Abductor,50
34492631,Junk Giant,50
54512827,Ghostrick Lantern,50
72270339,Diabellstar the Black Witch,80
36553319,"Farfa, Malebranche of the Burning Abyss",50
31230289,Doodle Beast - Stego,50
28933734,Mask of Darkness,50
3657444,Cyber Valley,60
97631303,Magicians' Souls,50
62002838,Dark End Evaporation Dragon,50
76728962,Desperado Barrel Dragon,50
14506878,DUCKER Mobile Cannon,50
61318483,Ghostrick Jackfrost,65
102380,Lava Golem,70
22091647,Immortal Phoenix Gearfried,50
95679145,Dogmatika Maximus,50
71625222,Time Wizard,50
1102515,Dark Mimic LV3,66
18789533,Dotscaper,65
53008933,Archfiend's Advent,50
8910971,Lord Gaia the Fierce Knight,50
30765615,"Ringowurm, the Dragon Guarding the Hundred Apples",60
58139997,Witchcrafter Edel,50
7198399,Chocolate Magician Girl,85
28297833,Necroface,50
34124316,Cyber Jar,75
86937530,Fairy Tail - Luna,70
6061630,Magical Exemplar,50
66200210,Mecha Phantom Beast Hamstrat,50
64977888,Apprentice Piper,50
17988746,Parry Knights,70
37351133,Sky Striker Ace - Roze,50
69680031,"Dogmatika Fleurdelis, the Knighted",50
55965529,"Enato Enneacraft - ""oknirIA""",90
7845138,Endless Decay,50
53573406,Masked Chameleon,50
22073844,Dogmatika Nexus,50
49027020,Traptrix Pudica,50
42110434,Naturia Butterfly,50
41175645,Silent Magician,60
60666820,Nefarious Archfiend Eater of Nefariousness,50
26873574,Chaos Daedalus,85
33508719,Morphing Jar,50
96891787,"Dogmatika Theo, the Iron Punch",55
41069676,Kewl Tune Loudness War,75
30327674,Chaos Witch,70
84523092,Witchcrafter Haine,50
46411259,Metamorphosis,90
5244497,Cameraclops,50
4417407,Mecha Phantom Beast Blackfalcon,50
13224603,"Gizmek Yata, the Gleaming Vanguard",50
88724332,Night Dragolich,50
75416738,Traptrix Arachnocampa,50
88232397,Skilled Brown Magician,50
48452496,Snake-Eyes Flamberge Dragon,50
27260347,Snake-Eyes Diabellstar,70
15180041,Silent Swordsman,50
53765052,Diabellze the Original Sinkeeper,50
13382806,Silvervine Senri,50
50903514,Blue Flame Swordsman,50
59438930,Ghost Ogre & Snow Rabbit,50
81756619,Succumbing-Song Morganite,90
95793022,World Chalice Guardragon Almarduke,50
7563579,Performage Plushfire,50
55554175,Performapal Classikuriboh,50
17330916,Performapal Monkeyboard,50
19050066,Performapal Barokuriboh,50
66104644,Magister of Endymion,50
54965929,Mythical Beast Medusa,50
12289247,Chronograph Sorcerer,50
48461764,Purple Poison Magician,50
80335817,Timebreaker Magician,50
39000945,Reflection of Endymion,50
98301564,Guiding Ariadne,50
3611830,"Endymion, the Mighty Master of Magic",50
30537973,Predaplant Spider Orchid,50
71578874,Performage Mirror Conductor,50
58092907,Performapal Celestial Magician,50
80959027,Mythical Beast Bashilisk,50
93124273,Samurai Cavalry of Reptier,50
2396042,Steel Cavalry of Dinon,50
92644052,Performapal Duelist Extraordinaire,50
58707981,Disablaster the Negation Fortress,50
75672051,Black Fang Magician,50
96029570,Ebon Sun,50
30430448,Runick Freezing Curses,50
68957034,Runick Flashing Fire,50
59750328,Card of Demise,50
94243005,Chaos Zone,50
80921533,Mausoleum of the Emperor,50
72233469,Lil-la Rap,50
48805472,Traptantalizing Tune,50
30606547,The Dark Door,50
62173132,Susurrus of the Sinful Spoils,50
81674782,Dimensional Fissure,50
87624166,Ancient Forest,50
83438826,Noble Arms - Arfeudutyr,50
87902575,Future Visions,50
89558743,Small World,50
67775894,Wonder Wand,50
3136426,Level Limit - Area B,50
69319869,Gravity Lash,50
24878656,Toy Box,90
25311006,Triple Tactics Talent,50
49868263,Ryu Senshi,65
9622164,D.D.R. - Different Dimension Reincarnation,50
269510,Fire Prison,50
69279219,My Body as a Shield,50
72302403,Swords of Revealing Light,50
39910367,Magical Citadel of Endymion,50
67616300,Chicken Game,50
73628505,Terraforming,50
33782437,One Day of Peace,50
47355498,Necrovalley,50
76375976,Mystic Mine,50
61583217,Cynet Universe,50
87769556,Magician's Right Hand,50
19673561,Witchcrafter Scroll,50
28958464,"Spell Card ""Monster Reborn""",50
71645242,Black Garden,50
23562407,Noble Arms - Caliburn,50
20501450,Concentrating Current,50
32391631,Savage Colosseum,50
23314220,Spellbook of Knowledge,50
13758665,Magician's Left Hand,50
6589707,Terrors in the Hidden City,92
38723936,Question,50
28553439,Magical Dimension,50
53363708,Supermagic Sword of Raptinus,50
44656491,Messenger of Peace,50
24721709,Dwimmered Path,50
30241314,Macro Cosmos,50
98414735,Paleozoic Canadia,50
35035481,Paleozoic Olenoides,50
81210420,Magical Hats,50
85742772,Gravity Bind,50
53329234,Sinful Spoils of Slumber - Morrian,50
75294187,Terrifying Trap Hole Nightmare,50
31548215,Gravedigger's Trap Hole,50
61936647,Phantom Knights' Sword,50
63227401,Skill Prisoner,50
2376209,Paleozoic Eldonia,50
57139487,Chain Disappearance,50
29549364,Mask of Restrict,50
98239899,Blast with Chain,50
54974237,Eradicator Epidemic Virus,50
6691855,Spikeshield with Chain,50
84298614,Powerful Rebirth,50
58120309,Starlight Road,50
88279736,Robbin' Goblin,50
19590644,Setuppercut,50
1154611,Paleozoic Leanchoilia,50
20087414,Kuebiko,50
90440725,Cyber Shadow Gardna,50
34507039,Wiretap,50
77462146,The Phantom Knights of Shadow Veil,50
86346363,Time Reloader,50
